apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,ozone,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed,formatted_datetime
31.19,1559664000,19,1559703600,31.19,1559664000,17.86,1559610000,0.63,12.98,0.51,partly-cloudy-day,0.03,335.79,0.0737,0.5283,1559602800,0.32,rain,1012.33,Mostly cloudy until evening.,1559616532,1559676208,31.19,1559664000,19,1559703600,31.19,1559664000,17.86,1559610000,1559599200,6,1559642400,10.44,94,8.69,1559599200,0.66,2019-06-04 03:30:00
